Address,Email,Fax,Name,Phone,Website
"6 Loyang Drive, Loyang Industrieal Estate, Singapore 508937",pacific@pacific-jickson.com,+65 6545 1895,Pacific Packaging (Far East) Pte Ltd,+65 6545 1595,http://www.pacific-jickson.com/
"22 Sin Ming Lane, #06-76 Midview City, Singapore 573969",ebcspore@gmail.com,+65 6460 0190,Pacific Lyon Pte Ltd,+65 6248 0948,https://www.everythingbanana.com/
"69 Ubi Road 1, #08-27 Oxley Bizhub, Singapore 408731",info@orientdesign.com.sg,-,Orient Design Pte Ltd,+65 6702 5112,https://www.orientbranding.com/
"2 Woodlands Terrace, Singapore 738427",contact@oldchangkee.com,+65 6303 2415,Old Chang Kee Ltd,+65 6303 2400,http://www.oldchangkee.com/
"55 Upper Changi Road East, Singapore 486165",foodpipe@gmail.com,-,Outram Park Food Pipe (Singapore) Pte Ltd,+65 6525 5833,-
"57 Kaki Bukit View, 2/F Kaki Bukit Techpark II, Singapore 415977",jonathan@orientfoods.com,+65 6746 6621,Orient Foods Pte Ltd,+65 6746 6698,-
"15 Wan Lee Road, Singapore 627945",jobina.loh@ojjfoods.com.sg,+65 6285 3325,OJJ Foods Pte Ltd,+65 6261 6685,http://www.ojjfoods.com.sg/
"9 Chin Bee Crescent, Singapore 619894",info@sesameoil.com.sg,+65 6265 5088,Oh Guan Hing Sesame Oil Factory Pte Ltd,+65 6265 7008,http://www.sesameoil.com.sg/
"3017 Bedok North St 5, #06-06 Gourmet East Kitchen, Singapore 486121",info@ohchinhing.com.sg,+65 6451 5530,Oh Chin Hing Sesame Oil Factory,+65 6481 3990,http://www.ohchinhing.com.sg/
"54 Senoko Drive, Singapore 758234",info@puresesameoil.com,+65 6481 2131,Oh Aik Guan Food Industrial Pte Ltd,+65 6754 4028,http://www.puresesameoil.com/
"153A Thomson Road, Goldhill Shopping Centre, Singapore 307607",enquiry@nuvojoy.com,+65 6255 5656,Nuvojoy Pte Ltd,+65 6250 5656,https://www.nuvojoy.com/
"8A Admiralty St, #07-34 Food Xchange @ Admiralty, Singapore 757437",sales@nurydianxin.com,-,Nury Dian Xin Delight Pte Ltd,+65 6564 5667,https://www.nurydianxin.com/
"21 Pasir Panjang Wholesale Centre, #01-145, Singapore 110021",sauloong@sunnyfruit.com.sg,+65 6877 7870,Nishen Tropical Fruits Pte Ltd,+65 6773 7998,-
"101 Cecil Street, #24-01 Tong Eng Building, Singapore 069533",nomax@nomanbhoy.sg,+65 6225 2919,Nomanbhoy & Sons Pte Ltd,+65 6224 1313,http://www.nomanbhoy.sg/
"1 Joo Koon Circle, #13-01, Singapore 629117",-,-,NTUC Fairprice Co-Operative Ltd,-,http://www.fairprice.com.sg/
"231 Pandan Loop, Singapore 128418",enquiry@nchoil.com.sg,+65 6777 5008,Ngo Chew Hong Edible Oil Pte Ltd,+65 6778 3322,http://www.nchoil.com/
"6 Chin Bee Drive, Singapore 619856",enquiry@ngnambee.com,+65 6757 2292,Ng Nam Bee Marketing Pte Ltd,+65 6757 0555,http://www.ngnambee.com.sg/
"2B Mandai Estate, #01-03 BHL Factories, Singapore 729929",ncl@ngcheelee.com,+65 6297 0677,Ng Chee Lee Pte Ltd,+65 6298 4822,http://www.ngcheelee.com/
"15 Woodlands Loop, #03-35/36, Singapore 738322",inquiry@newpenghiang.com,+65 6753 5730,New Peng Hiang Pte Ltd,+65 6753 7707,http://www.newpenghiang.com/
"114 Lavender Street, #05-86 CT Hub 2, Singapore 338729",baoheng@newhopesingapore.com,+65 6385 1353,New Hope Singapore Pte Ltd,+65 6908 2418,http://www.newhopeliuhe.com/
"122 Woodlands Industrial Park E3, Singapore 757848",enquiry@neweastern.com.sg,+65 6298 6661,New Eastern (1971) Pte Ltd,+65 6296 8777,http://www.neweastern.com.sg/
"15A Changi Business Park Central 1, #05-02/03 Eightrium @ Changi Business Park, Singapore 486035",sheila.teo@sg.nestle.com,+65 6588 1507,Nestle Singapore (Pte) Ltd,+65 6836 7000 / +65 6233 4107,https://www.nestle.com.sg/
"1 Enterprise Road, Singapore 629813",elvis.lee@neogroup.com.sg,+65 6515 0421,Neo Garden Catering Pte Ltd,+65 6896 7757,http://www.neogroup.com.sg/
"15 Yan Kit Road, #03-00, Singapore 088267",people@boxgreen.co,-,Naturepack Pte Ltd,+65 8882 9155,https://www.boxgreen.co/
"8A Admiralty Street, #05-30 FoodXchange @ Admiralty, Singapore 757437",enquiry@nanxiang.sg,-,Nan Xiang Food Industries,+65 6853 4489,https://www.nanxiang.sg/
"15 Woodlands Loop, #01-51/52, Singapore 738322",-,+65 6756 6005,Nai Fong Foodstuff Trading Pte Ltd,+65 6756 6588,-
"51 Science Park Road, #01-01/03 The Aries Science Park II, Singapore 117586",food@nagase.com.sg,-,Nagase Singapore (Pte) Ltd,+65 6779 0120,https://www.nagase-foods.com/mesa/
"1 Lim Chu Kang Lane 9A, Singapore 718845",enquiries@eggstory.com.sg,+65 6772 9474,N & N Agriculture Pte Ltd,+65 6792 9745,http://www.eggstory.com.sg/
"690 West Camp Road, #11-06 JTC Aviation Two, Singapore 797523",jonhui@markwalkerdrinks.com,-,MWD Beverages Pte Ltd,+65 6467 3108,https://www.markwalkerdrinks.com/
"301 Geylang Road, #03-01, Singapore 389344",enquiry@tastyfood.com.sg,+65 6266 1151,Mushan Food Industries Pte Ltd,+65 6266 0020,https://www.mushanfoods.com.sg/
"15 Senoko Drive, #03-06 JTC Food Hub, Singapore 758202",sales@mrpopiah.com.sg,-,Mr Popiah Pte Ltd,+65 6988 3562,http://www.mrpopiah.com.sg/
"6 Gul Lane, Singapore 629405",monzone@singnet.com.sg,+65 6368 2063,Monzone Air-Conditioning Pte Ltd,+65 6365 1315,http://www.refrigerated-truck.com/
"30A Kallang Place, #05-10, Singapore 339213",inquiry@mondenissin.com,-,Monde Nissin Singapore Pte Ltd,+65 6291 6848,https://www.mondenissin.com/
"1 Kaki Bukit Road, #05-30 Enterprise One, Singapore 415934",jeromelim@mingfafishball.com,+65 6383 9331,Ming Fa Food Industries Pte Ltd,+65 6383 9338,https://www.mingfafishball.com/
"3021 Ubi Ave 2, #03-171, Singapore 408897",hello@momolato.com,-,Momolato Pte Ltd,+65 9679 7268,https://www.momolato.com/
"190 Middle Road, #19-05 Fortune Centre, Singapore 188979",salihi@mmstar.com.sg,+65 6826 1021,MM Star Pte Ltd,+65 6826 1069 / +65 8838 1101,http://www.mmstar.com.sg/
"25 Terrasse Lane, #01-26, Singapore 544776",mindofoodspteltd@gmail.com,-,Mindo Foods Pte Limited,-,https://www.mindofoods.com/
"1 Senoko Ave, #05-01 FoodAxis @ Senoko, Singapore 758297",sales@minhiang.com,+65 6759 7309,Min Hiang Food Pte Ltd,+65 6755 0993,http://www.minhiang.com/
"19 Tuas View Square, Singapore 637564",mcfoods@mengchong.com.sg,+65 6754 5659,Meng Chong Foodstuffs Pte Ltd,+65 6755 2222,https://www.mengchong.com.sg/
"No.2 Venture Drive, #24-01, Singapore 608526",mcfood12@singnet.com.sg,+65 6261 5030,Meng Chuan Food Mfg Pte Ltd,+65 6265 0055,-
"6 Eu Tong Street, #09-14 The Central, Singapore 059817",regel.chow@mellowercoffee.com,-,Mellower Coffee (Singapore) Pte Ltd,+65 6221 5709,-
"261 Pandan Loop, Singapore 128436",mhysales@farmerpeanuts.com,+65 6779 3562,Mei Heong Yuen Food Industries Pte Ltd,+65 6779 1156,http://www.farmerpeanuts.com/
"7 Tuas Bay Walk, Singapore 637756",info@mayson.com.sg,+65 6266 5417,Mayson Bakery Pte Ltd,+65 6266 5280,http://www.mayson.com.sg/
"6 Jurong Pier Road, Singapore 619158",enquiry.msl@simedarby.com.sg,+65 6265 6160,Mecomb Singapore Limited,+65 6572 1200,https://www.mecomb.com/
"1 Bukit Batok Crescent, #07-54 WCEGA Plaza, Singapore 658064",raymondsoh@fzh.com.sg,+65 6872 6513,Mayor Food Industries Pte Ltd,+65 6570 3928,-
"2 Battery Road, #16-01 Maybank Tower, Singapore 049907",-,-,Maybank Singapore Limited,+65 6550 7307,https://www.maybank2u.com.sg/
"22 Sin Ming Lane, #04-84 Midview City, Singapore 573969",-,-,Matrix Star Marketing Pte Ltd,+65 6659 4323,http://www.matrixstar.com.sg/
"1004 Lorong 8, Toa Payoh Industrial Park, #07-1483, Singapore 319076",sales@markingmethod.com.sg,+65 6250 7083,Marking Method Systems,+65 6250 3500,http://www.marking.com.sg/
"58 Tanjong Penjuru, Singapore 609036",enquiry@masdachem.com.sg,+65 6265 0933,Masda Chemical Pte Ltd,+65 6268 6533,http://www.masda.com.sg/
"15 Yishun Industrial Street 1, #03-23 Win 5 Building, Singapore 768091",joe@mandarinad.com.sg,+65 6747 1588,Mandarin Advertising Pte Ltd,+65 6747 1500,-
"51 Tuas West Drive, Singapore 638415",sales@mahachem.com,+65 6863 1819,Maha Chemicals (Asia) Pte Ltd,+65 6863 1808,https://www.mahachem.com/
"7 Buroh Lane, #06-03 Commonwealth Capital Building, Singapore 618291",moo@udders.com.sg,+65 6659 9741,Lycklig Pte Ltd,+65 6662 9410,https://www.udders.com.sg/
"23 Tagore Lane, #03-19, Singapore 787601",fongli.fen@lowerental.com,-,Lowe Rental Pte Ltd,+65 6284 1552,https://www.lowerental.com/sg/
"100 Eunos Ave 7, #01-01, Singapore 409572",hello@littleblossom.co,-,Little Blossom Pte Ltd,-,https://www.littleblossom.co/
"125 Tuas View Square, Singapore 637739",charleschua@icecool.com.sg,+65 6791 0555,Litat Import & Export Pte Ltd,+65 6792 0555,http://www.icecool.com.sg/
"100G Pasir Panjang Road, #04-11 Interlocal Centre, Singapore 118523",daniel.yeo@listenup.today,-,Listen Up Pte Ltd,+65 6333 0300,https://www.oatbedient.com/
"20 Bukit Batok Crescent, #13-24 Enterprise Centre, Singapore 658080",-,+65 6267 8602,Limmy Food Industries Pte Ltd,+65 6267 8603,-
"111 North Bridge Road, #21-01 Peninsula Plaza, Singapore 179098",sales@limspices.com,-,Lim Spices Pte Ltd,+65 9299 1123,https://www.limspices.com/
"251 Pandan Loop, Singapore 128431",info@limlamthye.com,+65 6779 0200,Lim Lam Thye Pte Ltd,+65 6779 2948,http://www.limlamthye.com/
"80 Jalan Pacheli, Singapore 557412",admin@lilo.com.sg,-,Lilo Health Food (SG) Private Limited,-,https://lilo.com.sg/
"28 Woodlands Terrace, Singapore 738450",info@limkee.com,+65 6755 5858,Lim Kee Food Manufacturing Pte Ltd,+65 6758 5858 / +65 6758 3588,http://www.limkee.com/
"12 Chin Bee Crescent, Singapore 619896",enquiry@lianhap.com.sg,+65 6265 0597,Lian Hap Xing Kee Edible Oil Trading Pte Ltd,+65 6265 0593,http://www.lianhap.com/
"1815 Geylang Bahru, #01-02, Singapore 339716",latcoffee@singnet.com.sg,+65 6742 8946,Lian Aik Trading (S) Pte Ltd,+65 6748 3701,-
"1009 Aljunied Ave 4, #01-48, Singapore 389910",enquiry@likwong.com.sg,+65 6749 0791,Li Kwong Agencies Co,+65 6749 3995,http://www.likwong.com.sg/
"40 Woodlands Terrace, Singapore 738456",yeunlee@lichuan.com.sg,+65 6755 6698,Li Chuan Food Products Pte Ltd,+65 6755 7688,http://www.lichuan.com.sg/
"75 Tuas View Walk 1, Singapore 637615",info@lianfood.com,+65 6898 2002,Li An Foodstuff Pte Ltd,+65 6898 2112,http://www.lianfood.com/
"15 Woodlands Loop, #04-57, Singapore 738322",enquiry@leonghin.com.sg,+65 6759 0500,Leong Hin Foods Pte Ltd,+65 6759 5556,http://www.leonghin.com.sg/
"7 Woodlands Link, Singapore 738722",secretary@leong-guan.com,+65 6756 1531,Leong Guan Food Manufacturer Pte Ltd,+65 6752 4188,http://www.leong-guan.com/
"3017 Bedok North St 5, #05-19 Gourmet East Kitchen, Singapore 486121",enquire@leosatay.com.sg,+65 6441 8980,Leo Satay Foodstuff Manufacture Pte Ltd,+65 6443 2869,http://www.leosatay.com.sg/
"3017 Bedok North Street 5, #04-29 Gourmet East Kitchen, Singapore 486121",sales@kuehkueh.com.sg,-,Lek Lim Nonya Cake Trading Pte Ltd,+65 6449 0815,https://www.kuehkueh.com.sg/
"15 Woodlands Loop, #01-30/31, Singapore 738322",vitamee@singnet.com.sg,+65 6754 2943,Lee Lum Huat Pte. Ltd.,+65 6754 2345,-
"3017 Bedok North Street 5, #03-09 Gourmet East Kitchen, Singapore 486121",sales@leekaya.com.sg,+65 6748 2194,Lee Kaya Co (S) Pte Ltd,+65 6748 1520 / +65 6748 2997,http://www.leekaya.com.sg/
"31 Woodlands Close, #05-17 Woodlands Horizon, Singapore 737855",enquiry@foodee.com.sg,+65 6746 8801,Layang Food Pte Ltd,+65 6746 8801,http://www.foodee.com.sg/
"6 Yishun Industrial Street 1, #02-15 North View Bizhub, Singapore 768090",main@leefoodsth.com,+65 6397 5520,Lee Foods (Tai Hock) Pte Ltd,+65 6397 5560 / +65 6379 5561,-
"9 Jurong Town Hall Road, #02-22 Trade Association Hub, Singapore 609431",info@latamcham.org,-,Latin American Chamber of Commerce,+65 9389 5060,https://www.latamcham.org/
"3000 Marsiling Road, Singapore 739108",caysonchia@lamsoon.com.sg,+65 6768 7134,Lam Soon Singapore Pte Ltd,+65 6763 3989,http://www.lamsoongroup.com/
"33 Carpenter Street, Singapore 059912",info@lsh.com.sg,-,Lam Seng Hang Company Pte Ltd,+65 6535 1238,https://www.lshgroup.com/
"1091 Lower Delta Road, #05-03, Singapore 169202",jake@labelle-sg.com,+65 6271 2562,La Belle Collection Pte Ltd,+65 6271 6189,http://www.labelle-sg.com/
"5 Mandai Link, #09-07 Mandai Foodlink, Singapore 728654",enquiries@lhfood.co,-,L&H Food Enterprise Pte Ltd,+65 9008 8588,https://www.lhfood.co/
"5 Defu Lane 9, Singapore 539247",orders@kwh.com.sg,+65 6287 2428,Kwong Woh Hing Sauce Factory Pte Ltd,+65 6288 9497,http://www.kwh.com.sg/
"8A Admiralty Street, #03-02 FoodXchange @ Admiralty, Singapore 757437",kwongseng1975@gmail.com,+65 6741 5983,Kwong Seng International Pte Ltd,+65 6747 8895,https://www.kwongseng1975.com/
"1 Woodlands Height, #07-01, Singapore 737859",-,+65 6752 1811,Koufu Pte Ltd,+65 6506 0161,http://www.koufu.com.sg/
"12 Senoko Ave, Singapore 758302",enquiry@kctsoya.com,+65 6286 5948,Kwong Cheong Thye Pte Ltd,+65 6748 7766,http://www.kctsoya.com/
"63 Hillview Avenue, #03-04 Lam Soon Industrial Building, Singapore 669569",business@konghoo.com,+65 6762 6633,Kong Hoo (Private) Limited,+65 6769 1857 / +65 6769 5029,http://www.konghoo.com/
"8 Woodlands Link, Singapore 738738",kongguan@kongguan.com.sg,+65 6257 0220,Kong Guan Dumpling/Pau Mfr Pte Ltd,+65 6776 6688,http://www.kongguan.com.sg/
"Attn: Ms. Wendy Lim, 152 Beach Road, #25-05 Gateway East, Singapore 189721",wendy.lim@koelnmesse.com.sg,+65 6294 8403,Koelnmesse Pte Ltd,+65 6500 6700,https://www.koelnmesse.com/
"20 Bukit Batok Crescent, #13-10 Enterprise Centre, Singapore 658080",enquiry@kiomkee.com.sg,+65 6560 3786,Kiomkee Pte Ltd,+65 6560 6861,http://www.kiomkee.com.sg/
"1 Senoko Ave, #03-06/07 FoodAxis @ Senoko, Singapore 758297",phua.zhenhua@kingmao.co,+65 6262 5056,Kingmao International (S) Pte Ltd,+65 6262 3932,-
"15 Woodlands Loop, #03-11, Singapore 738322",bakeoven@singnet.com.sg,+65 6756 0880,Kim Lee Pastry House,+65 6752 0311,-
"15 Woodlands Loop, #02-27/28, Singapore 738322",-,+65 6758 8785,Kim Joo Guan Pte Ltd,+65 6758 8707,https://www.kimjooguan.com/
"1550 Bedok North Ave 4, #05-30 Bedok Food City, Singapore 489950",info@kimguanguan.com,+65 6281 8390,Kim Guan Guan Coffee Trading Pte Ltd,+65 6281 5055,http://www.kimguanguan.com.sg/
"23 Senoko South Road, #01-02, Singapore 758080",allantss@kimhingfood.com.sg,+65 6533 7446,Kim Hing Food Industries Pte Ltd,+65 6538 2288,http://www.dragonbrand.com.sg/
"35 Fishery Port Road, Room 419, Singapore 619742",khoonleefisheries@gmail.com,-,Khoon Lee Fisheries & Co,+65 6256 6538,-
"2 MacTaggart Road, #03-01 Khong Guan Building, Singapore 368078",bcchew@kg.com.sg,+65 6285 5868,Khong Guan Limited,+65 6282 2511,http://www.khongguanlimited.com/
"338 Jalan Boon Lay, Singapore 619526",biscuit@khongguan.com.sg,+65 6265 2319,Khong Guan Biscuit Factory (S) Pte Ltd,+65 6261 6888,http://www.khongguan.com.sg/
"150 Beach Road, #16-01 Gateway West, Singapore 189720",enquiry@mydrmct.com,+65 6299 4590,Keto Science Pte Ltd,+65 6576 6500,https://www.mydrmct.com/
"12 Senoko Drive, Singapore 758200",michelle.lim@kemin.com,+65 6754 1686,Kemin Industries (Asia) Pte Limited,+65 6484 1633,https://www.kemin.com/asia
"24 Tuas Avenue 7, Singapore 639274",info@ego.com.sg,+65 6861 5581,Kee Wee Hup Kee Food Manufacture Pte Ltd,+65 6861 0696,http://www.ego.com.sg/
"26 Senoko Way, Singapore 758048",contact@keesong.com,+65 6285 2601,Kee Song Food Corporation (S) Pte Ltd,+65 6289 4933,http://www.keesong.com/
"3015 Bedok North St 5, #06-01/14 Shimei East Kitchen, Singapore 486350",andytan@kayaspread.com,+65 6245 3892,Kaya Spread International Pte Ltd,+65 6246 5135,https://www.kayaspread.com/
"27 Penjuru Lane, Annex Block Level 6, Singapore 609195",enquiry@kaimay.com.sg,+65 6425 0764,Kaimay Trading Pte Ltd,+65 6425 0363,http://www.kaimay.com.sg/
"3020 Ubi Ave 2, #03-147, Singapore 408896",ks.food.industries@gmail.com,+65 6746 5085,K S Food Industries,+65 6746 4208,http://www.ksfoodindustries.com/
"15 Woodlands Loop, #03-10, Singapore 738322",-,+65 6754 3369,K & B Nonya Kueh Manufacture Pte Ltd,+65 6754 9369,-
"121 Defu Lane 10 #02-01, Singapore 539231",samsiah@asli.asia,+65 6245 0885,Jumain Sataysfaction Pte Ltd,+65 6245 7885,http://www.sataysfaction.com/
"7 Kaki Bukit Road 1, #05-01 Eunos Technolink, Singapore 415937",jacqueline.tan@jumbogroup.com.sg,+65 6749 4955,Jumbo Group of Restaurants Pte Ltd,+65 6265 8626,https://www.jumbogroup.sg/
"5 Kaki Bukit Road 1, #05-06 Eunos Technolink, Singapore 415936",jubileehabeb@gmail.com,+65 6267 9013,Jubilee Foodstuff Pte Ltd,+65 6267 9582 / +65 6267 9583,-
"13 Woodlands Loop, Singapore 738284",corp@jordoninter.com.sg,+65 6853 2618,Jordon Food Industries Pte Ltd,+65 6551 5050,http://www.jordoninter.com.sg/
"8A Admiralty Street, #03-37 FoodXchange @ Admiralty, Singapore 757437",info@jewkit.com.sg,+65 6659 3600,JK Excellent Food Pte Ltd,+65 6659 3601,http://www.jewkit.com.sg/
"95 Tuas Avenue 1, Singapore 639523",enquiry@jjdrinks.com.sg,+65 6863 3142,JJ Drinks Manufacturing Pte Ltd,+65 6863 3793,http://www.jjdrinks.com.sg/
"3-C Toh Guan Road East, #02-01 Tye Soon Building, Singapore 608832",pan@jfc.com.sg,+65 6567 0832,JFC (S) Pte Ltd,+65 6567 8200,http://www.jfc.com.sg/
"18 Tuas West Avenue, Singapore 638434",enquiry@jackway.com.sg,+65 6861 2633,Jackway Convertor Industries Pte Ltd,+65 6861 6533,http://www.jackway.com.sg/
"50 Raffles Place, #16-02 Singapore Land Tower, Singapore 048623",pushpa@intersnackrajkumar.com.sg,+65 6323 0746,Intersnack Cashew Company Pte Ltd,+65 6323 0741,-
"26 Sin Ming Lane, #07-124 Midview City, Singapore 573971",info@integriontech.com,-,INTEGRION Technologies Pte Ltd,+65 6424 0457,https://www.integriontech.com/
"1 Irving Place, #08-01 The Commerze @ Irving, Singapore 369546",jason@nocturnenoir.com,-,Ingenious Beverages Pte Ltd,+65 6285 2008,https://www.nocturnenoir.com/
"34/36/38 Senoko Drive, Singapore 758221",info@indoguna.com.sg,+65 6755 9522,Indoguna (Singapore) Pte Ltd,+65 6755 0330,http://www.indoguna.com/
"1001 Jalan Bukit Merah, #05-02, Singapore 159455",admin@imi.com.sg,+65 6276 3997,IMI Lifestyle Products Pte Ltd,+65 6276 6180,https://www.imi.com.sg/
"138 Hillview Ave, #02-07 Hillview Residence, Singapore 669599",-,-,Indocater Enterprise (S) Pte Ltd,-,-
"11 Hong Kong Street, Singapore 059654",teckseng@singnet.com.sg,+65 6533 2761 / +65 6534 1385,Ideal Food Industries Pte Ltd,+65 6533 1133,-
"12 & 14 Chin Bee Ave, Singapore 619937",admin@hupco.com.sg,+65 6266 8899,Hupco Pte Ltd,+65 6266 6868,http://www.hupco.com/
"1 Kaki Bukit Road 1, #05-09 Enterprise One, Singapore 415934",enquiry@ilctrading.com.sg,+65 6482 0362,I L C Trading,+65 6842 4908,http://www.ilctrading.com.sg/
"15 Woodlands Loop, #03-47/48, Singapore 738322",huplee@singnet.com.sg,+65 6752 2529,Hup Lee Frozen Food Pte Ltd,+65 6752 4546,-
"8 Wan Lee Road, Singapore 627940",sales@huphuat.com.sg,+65 6266 1215,Hup Huat Noodles Pte Ltd,+65 6268 8335,http://www.huphuat.com.sg/
"1012 Aljunied Avenue 3, #01-27, Singapore 389935",help@hungrybbq.com,+65 6243 8243,Hungry BBQ Pte Ltd,+65 6243 2243,https://www.hungrybbq.com/
"161 Pandan Loop, Singapore 128456",sales@hubers.com.sg,+65 6774 4743,Huber's Pte Ltd,+65 6774 4883,http://www.hubers.com.sg/
"10 Tampines North Drive 4, #09-10 JTC Space @ Tampines North, Singapore 528553",sales@huiji.com.sg,+65 6846 9093,Huay Feng Hang Pte Ltd,+65 6748 2911,https://www.huiji.com.sg/
"38 Woodlands Ind Park E1, #04-02, Singapore 757700",ivan@huakhiang.com,+65 6268 5016,Hua Khiang Food Export (S) Pte Ltd,+65 6268 1262,http://www.huakhiang.com/
"171 Kampong Ampat, #06-09 KA Foodlink, Singapore 368330",francis@houseofseafood.com.sg,+65 6244 9000,House of Seafood (S) Pte Ltd,+65 6444 9000,http://www.houseofseafood.sg/
"8A Admiralty Street, #07-23 FoodXchange @ Admiralty, Singapore 757437",enquiries@hobie.com.sg,+65 6556 2585,Hotbake Innovations Pte Ltd,+65 6556 2505,http://www.hobie.com.sg/
"1002 Tai Seng Ave, #01-2552, Singapore 534409",info@hongseafood.com,+65 6741 2128,Hong Seafood Pte Ltd,+65 6747 9701,http://www.hongseafood.com/
"16 Wholesale Centre, #01-98 Pasir Panjang Wholesale Centre, Singapore 110016",sales@hongguanmp.com.sg,+65 6777 1124,Hong Guan Marine Products Pte Ltd,+65 6775 2929,https://www.hongguanmp.com.sg/
"15 Jalan Tepong, #04-09 Jurong Food Hub, Singapore 619336",info@homesfavourite.com,+65 6265 4726,Home's Favourite Pte Ltd,+65 6272 2028,http://www.homesfavourite.com/
"64 Pagoda Street, Singapore 059223",sales@hockwong.com.sg,-,Hock Wong Foodstuff Pte Ltd,+65 9146 9879,https://www.hockwong.com.sg/
"267 Pandan Loop, Singapore 128439",bizopp@hosengroup.com,+65 6779 0186,Hock Seng Food Pte Ltd,+65 6595 9222,http://www.hosengroup.com/
"3017 Bedok North St 5, #05-28/29 Gourmet East Kitchen, Singapore 486121",williamtan@hlhfoods.com,+65 6443 5412,Hock Lian Huat Foodstuff Industry Pte Ltd,+65 6445 5411,http://www.hlhfoods.com/
"65 Sims Avenue, #09-02B Yi Xiu Factory Building, Singapore 387418",enquiry@highlanders.com.sg,+65 6288 6355,Highlanders International Pte Ltd,+65 6288 3880,http://www.highlanders.com.sg/
"20 Bukit Batok Crescent, #11-22 Enterprise Centre, Singapore 658080",sales@hengee.com.sg,+65 6453 1182,Heng Ee Foodstuff Supplies,+65 6456 3565,http://www.hengee.com.sg/
"38 Woodlands Terrace, Singapore 738455",sales@hgf.com.sg,+65 6759 1198,Heng Guan Food Industrial Pte Ltd,+65 6759 3688,http://www.hengguanfood.com/
"19 Defu Lane 10, #01-308, Singapore 539200",hiapgiap_18@singnet.com.sg,+65 6283 8698,Hiap Giap Food Manufacture Pte Ltd,+65 6280 0361,http://www.hiapgiapfood.com.sg/
"12 Woodlands Terrace, Singapore 738437",-,+65 6756 0313,Hiap Chen Food Products Pte Ltd,+65 6257 8128,-
"25 Chin Bee Road, Singapore 619831",sales@hentick.com.sg,+65 6268 5259,Hen Tick Foods Pte Ltd,+65 6268 1576,https://www.hentick.com.sg/
"18 Tampines Industrial Crescent, #02-11A Space @ Tampines, Singapore 528605",narcissu@singnet.com.sg,+65 6241 9250,Haur Tar Company Pte Ltd,+65 6441 4488 / +65 6441 4489,-
"15 Woodlands Loop, #02-19, Singapore 738322",info@harmonyfoods.com.sg,+65 6257 3836,Harmony Foods Pte Ltd,+65 6756 2916,http://www.harmonyfoods.com.sg/
"25 Changi South St. 1, Singapore 486059",enquiries@haomart.com.sg,-,Hao Mart Pte Ltd,+65 6238 8882,http://www.haomart.com.sg/
"50 Gambas Crescent, #01-03 Proxima@Gambas, Singapore 757022",enquiry@hais.com.sg,+65 6758 9288,Hai's Pte Ltd,+65 6752 8588,http://www.hais.com.sg/
"257 Pandan Loop, Singapore 128434",sales@halifa-bobo.com,+65 6774 2010,Ha Li Fa Pte Ltd,+65 6773 6209,http://www.halifa-bobo.com/
"1002 Tai Seng Ave, #01-2540, Singapore 534409",enquiry@growthwellfoods.com,+65 6285 3133,Growthwell Singapore Pte Ltd,+65 6289 6068,https://www.growthwellfoods.com/
"61 Ubi Road 1, #01-23 Oxley Bizhub 1, Singapore 408727",alice@greencapsule.com.sg,+65 6702 7010,Green Capsule Organics Pte Ltd,+65 6702 7009,https://www.organic7days.com/
"57 Quality Road, Singapore 618816",enquiry@goodcrop.sg,+65 6265 3512,Goodcrop Pte Ltd,+65 6265 1611,http://www.goodcrop.sg/
"8 Tuas Ave 18, Singapore 638892",vincentteheh@goldbellcorp.com,+65 6862 4012,Goldbell Engineering Pte Ltd,+65 6861 0007,https://www.goldbellgroup.com/
"30 Senoko South Road, Singapore 758088",enquiry-gb@golden-bridge.com,+65 6758 8580,Golden Bridge Foods Manufacturing Pte Ltd,+65 6572 9200,https://www.golden-bridge.com/
"9 Woodlands Link, Singapore 738723",des@goldkili.com,+65 6854 2558,Gold Kili Trading Enterprise (S) Pte Ltd,+65 6854 2775,http://www.goldkili.com/
"94D Jalan Senang, Singapore 418471",khengwah@gohyeowseng.com.sg,+65 6443 1779,Goh Yeow Seng Pte Ltd,+65 6442 1442,http://www.gohyeowseng.com.sg/
"5 Yishun Industrial St 1, #04-04 North Spring BizHub, Singapore 768161",mh@global-tek.com.sg,+65 6481 7123,Global-Tek Machinery Pte Ltd,+65 8127 6268,http://www.global-tek.com.sg/
"763 Woodlands Ave 6, #01-70, Singapore 730763",gemchamp.trading@gmail.com,-,Gemchamp Trading Pte Ltd,-,https://www.gemchamptrading.com/
"39 Kaki Bukit Place, #04-00 Eunos Techpark, Singapore 416217",info@gashub.com.sg,-,Gashubunited Utility Private Limited,+65 6483 2777,https://www.gashub.com.sg/
"224 Pandan Loop, Singapore 128411",order@gardenia.com.sg,+65 6777 8010,Gardenia Foods (S) Pte Ltd,+65 6778 5666,http://www.gardenia.com.sg/
"28 Senang Crescent, #02-05 BizHub 28, Singapore 416601",-,+65 6467 9015,Fujairah International Private Limited,+65 6467 8322,-
"865 Mountbatten Road, #B1-27 Katong Shopping Centre, Singapore 437844",bee@littlegreenbee.com.sg,+65 6348 4196,G.NRG.ECO Pte Ltd,+65 9338 4545,http://www.littlegreenbee.com.sg/
